date,campaign_id,channel,impressions,clicks,leads,conversions,cost,revenue_attributed,ROI,CPA,CPL,CAC
2025-11-25,CAMP_REF_INVITE_17,Referral,75,16,6,0,0.00,129.96,,,0.00,
2025-11-25,CAMP_REF_PARTNER_18,Referral,0,0,2,0,0.00,48.46,,,0.00,
2025-11-25,CAMP_SMS_OTP_11,SMS,37,3,0,0,5.67,0.00,-1.0000,,,
2025-11-26,CAMP_EM_PAN_09,Email,59,9,2,0,3.31,37.11,10.2115,,1.66,
2025-11-26,CAMP_GGL_BRAND_01,Google Ads,129,24,7,0,385.84,270.10,-0.3000,,55.12,
2025-11-26,CAMP_GGL_GEN_02,Google Ads,110,11,2,0,134.52,84.41,-0.3725,,67.26,
2025-11-26,CAMP_LI_B2B_08,LinkedIn Ads,31,0,0,0,0.00,0.00,,,,
2025-11-26,CAMP_META_AWR_05,Meta (FB/IG),119,1,3,0,5.31,107.29,19.2053,,1.77,
2025-11-26,CAMP_ORG_JUMPP_16,Organic Search,100,11,5,0,0.00,119.37,,,0.00,
2025-11-26,CAMP_ORG_SHOONYA_15,Organic Search,90,13,2,0,0.00,47.87,,,0.00,
2025-11-26,CAMP_PUSH_WLC_13,Push Notification (WebEngage),97,10,3,1,1.57,2850.66,1814.7070,1.57,0.52,1.57
2025-11-26,CAMP_REF_INVITE_17,Referral,54,12,3,0,0.00,60.02,,,0.00,
2025-11-26,CAMP_REF_PARTNER_18,Referral,0,0,0,0,0.00,0.00,,,,
2025-11-26,CAMP_SMS_OTP_11,SMS,42,1,1,0,6.19,19.56,2.1599,,6.19,
2025-11-27,CAMP_EM_PAN_09,Email,48,4,1,0,2.60,19.50,6.5000,,2.60,
2025-11-27,CAMP_GGL_BRAND_01,Google Ads,72,14,5,0,232.67,219.22,-0.0578,,46.53,
2025-11-27,CAMP_GGL_GEN_02,Google Ads,90,5,3,0,68.51,114.43,0.6703,,22.84,
2025-11-27,CAMP_LI_B2B_08,LinkedIn Ads,39,1,1,0,39.10,36.56,-0.0650,,39.10,
2025-11-27,CAMP_META_AWR_05,Meta (FB/IG),159,5,6,0,7.07,248.65,34.1697,,1.18,
2025-11-27,CAMP_ORG_JUMPP_16,Organic Search,64,7,0,1,0.00,4180.43,,0.00,,0.00
2025-11-27,CAMP_ORG_SHOONYA_15,Organic Search,158,25,5,0,0.00,98.73,,,0.00,
2025-11-27,CAMP_PUSH_WLC_13,Push Notification (WebEngage),96,5,5,2,1.52,6241.08,4104.9737,0.76,0.30,0.76
2025-11-27,CAMP_REF_INVITE_17,Referral,79,16,3,0,0.00,62.65,,,0.00,
2025-11-27,CAMP_REF_PARTNER_18,Referral,0,0,0,0,0.00,0.00,,,,
2025-11-27,CAMP_SMS_OTP_11,SMS,41,6,3,0,6.23,57.49,8.2279,,2.08,
2025-11-28,CAMP_EM_PAN_09,Email,64,11,3,0,3.51,57.01,15.2422,,1.17,
2025-11-28,CAMP_GGL_BRAND_01,Google Ads,104,22,5,0,362.14,182.60,-0.4958,,72.43,
2025-11-28,CAMP_GGL_GEN_02,Google Ads,96,5,1,0,66.62,38.56,-0.4212,,66.62,
2025-11-28,CAMP_LI_B2B_08,LinkedIn Ads,45,0,1,0,0.00,35.00,,,0.00,
2025-11-28,CAMP_META_AWR_05,Meta (FB/IG),109,2,5,0,4.93,179.35,35.3793,,0.99,
2025-11-28,CAMP_ORG_JUMPP_16,Organic Search,89,10,4,0,0.00,85.17,,,0.00,
2025-11-28,CAMP_ORG_SHOONYA_15,Organic Search,110,12,1,0,0.00,19.04,,,0.00,
2025-11-28,CAMP_PUSH_WLC_13,Push Notification (WebEngage),69,5,3,0,1.05,63.59,59.5619,,0.35,
2025-11-28,CAMP_REF_INVITE_17,Referral,79,18,2,0,0.00,42.92,,,0.00,
2025-11-28,CAMP_REF_PARTNER_18,Referral,0,0,0,1,0.00,6067.49,,0.00,,0.00
2025-11-28,CAMP_SMS_OTP_11,SMS,35,2,3,0,5.28,71.85,12.6080,,1.76,
2025-11-29,CAMP_EM_PAN_09,Email,43,6,1,0,2.39,22.33,8.3431,,2.39,
2025-11-29,CAMP_GGL_BRAND_01,Google Ads,98,14,2,0,218.10,69.50,-0.6813,,109.05,
2025-11-29,CAMP_GGL_GEN_02,Google Ads,78,8,3,0,97.35,122.37,0.2570,,32.45,
2025-11-29,CAMP_LI_B2B_08,LinkedIn Ads,30,1,1,0,46.60,42.78,-0.0820,,46.60,
2025-11-29,CAMP_META_AWR_05,Meta (FB/IG),78,2,1,0,3.56,34.87,8.7949,,3.56,
2025-11-29,CAMP_ORG_JUMPP_16,Organic Search,90,12,2,0,0.00,47.92,,,0.00,
2025-11-29,CAMP_ORG_SHOONYA_15,Organic Search,73,9,2,0,0.00,44.74,,,0.00,
2025-11-29,CAMP_PUSH_WLC_13,Push Notification (WebEngage),80,7,2,0,1.36,42.72,30.4118,,0.68,
2025-11-29,CAMP_REF_INVITE_17,Referral,45,5,3,1,0.00,4898.66,,0.00,0.00,0.00
2025-11-29,CAMP_SMS_OTP_11,SMS,43,4,1,0,6.29,23.04,2.6630,,6.29,
2025-11-30,CAMP_EM_PAN_09,Email,59,8,2,0,3.30,39.29,10.9061,,1.65,
2025-11-30,CAMP_GGL_BRAND_01,Google Ads,89,16,3,0,246.40,126.34,-0.4873,,82.13,
2025-11-30,CAMP_GGL_GEN_02,Google Ads,89,5,4,0,66.88,137.85,1.0612,,16.72,
2025-11-30,CAMP_LI_B2B_08,LinkedIn Ads,28,0,0,0,0.00,0.00,,,,
2025-11-30,CAMP_META_AWR_05,Meta (FB/IG),71,1,2,0,3.19,87.06,26.2915,,1.59,
2025-11-30,CAMP_ORG_JUMPP_16,Organic Search,70,4,2,0,0.00,46.78,,,0.00,
2025-11-30,CAMP_ORG_SHOONYA_15,Organic Search,89,13,3,0,0.00,60.60,,,0.00,
2025-11-30,CAMP_PUSH_DGL_14,Push Notification (WebEngage),0,0,1,0,0.00,19.96,,,0.00,
2025-11-30,CAMP_PUSH_WLC_13,Push Notification (WebEngage),65,5,1,0,1.11,22.73,19.4775,,1.11,
2025-11-30,CAMP_REF_INVITE_17,Referral,60,12,3,0,0.00,66.16,,,0.00,
2025-11-30,CAMP_SMS_OTP_11,SMS,38,3,2,0,5.56,42.28,6.6043,,2.78,
2025-12-01,CAMP_EM_DGL_10,Email,42,4,0,0,2.23,0.00,-1.0000,,,
2025-12-01,CAMP_EM_PAN_09,Email,52,7,1,0,2.79,21.80,6.8136,,2.79,
2025-12-01,CAMP_GGL_BRAND_01,Google Ads,90,23,4,1,374.00,4673.12,11.4950,374.00,93.50,374.00
2025-12-01,CAMP_GGL_GEN_02,Google Ads,115,11,3,0,157.53,103.55,-0.3427,,52.51,
2025-12-01,CAMP_LI_B2B_08,LinkedIn Ads,22,0,1,1,0.00,3513.01,,0.00,0.00,0.00
2025-12-01,CAMP_META_AWR_05,Meta (FB/IG),114,2,4,0,5.11,167.92,31.8611,,1.28,
2025-12-01,CAMP_META_LG_06,Meta (FB/IG),87,3,0,0,5.57,0.00,-1.0000,,,
2025-12-01,CAMP_ORG_JUMPP_16,Organic Search,84,10,2,1,0.00,4984.22,,0.00,0.00,0.00
2025-12-01,CAMP_ORG_SHOONYA_15,Organic Search,68,11,4,0,0.00,92.64,,,0.00,
2025-12-01,CAMP_PUSH_DGL_14,Push Notification (WebEngage),101,12,2,0,1.62,42.67,25.3395,,0.81,
2025-12-01,CAMP_PUSH_WLC_13,Push Notification (WebEngage),99,9,1,0,1.66,20.92,11.6024,,1.66,
2025-12-01,CAMP_REF_INVITE_17,Referral,63,10,5,0,0.00,110.17,,,0.00,
2025-12-01,CAMP_SMS_OTP_11,SMS,40,2,2,0,5.89,45.42,6.7114,,2.94,
2025-12-02,CAMP_EM_DGL_10,Email,61,5,1,0,3.27,22.74,5.9541,,3.27,
2025-12-02,CAMP_EM_PAN_09,Email,40,7,2,1,2.19,2807.79,1281.0959,2.19,1.09,2.19
2025-12-02,CAMP_GGL_BRAND_01,Google Ads,108,17,4,0,292.98,153.70,-0.4754,,73.25,
2025-12-02,CAMP_GGL_GEN_02,Google Ads,104,6,6,0,83.06,233.84,1.8153,,13.84,
2025-12-02,CAMP_LI_B2B_08,LinkedIn Ads,25,0,1,0,0.00,36.53,,,0.00,
2025-12-02,CAMP_META_AWR_05,Meta (FB/IG),90,1,2,2,4.05,7595.40,1874.4074,2.02,2.02,2.02
2025-12-02,CAMP_META_LG_06,Meta (FB/IG),74,2,1,0,4.71,39.04,7.2887,,4.71,
2025-12-02,CAMP_ORG_JUMPP_16,Organic Search,103,8,5,0,0.00,103.79,,,0.00,
2025-12-02,CAMP_ORG_SHOONYA_15,Organic Search,104,12,2,0,0.00,43.44,,,0.00,
2025-12-02,CAMP_PUSH_DGL_14,Push Notification (WebEngage),73,9,3,0,1.20,64.40,52.6667,,0.40,
2025-12-02,CAMP_PUSH_WLC_13,Push Notification (WebEngage),78,7,2,1,1.31,3222.55,2458.9618,1.31,0.66,1.31
2025-12-02,CAMP_REF_INVITE_17,Referral,86,16,2,0,0.00,37.36,,,0.00,
2025-12-02,CAMP_SMS_OTP_11,SMS,47,8,1,0,7.10,20.52,1.8901,,7.10,
2025-12-03,CAMP_EM_DGL_10,Email,66,4,0,0,3.55,0.00,-1.0000,,,
2025-12-03,CAMP_EM_PAN_09,Email,75,8,1,0,4.11,19.77,3.8102,,4.11,
2025-12-03,CAMP_GGL_BRAND_01,Google Ads,100,19,2,2,359.06,7850.79,20.8648,179.53,179.53,179.53
2025-12-03,CAMP_GGL_GEN_02,Google Ads,90,7,3,1,95.04,4516.37,46.5207,95.04,31.68,95.04
2025-12-03,CAMP_LI_B2B_08,LinkedIn Ads,55,1,1,0,36.87,43.82,0.1885,,36.87,
2025-12-03,CAMP_META_AWR_05,Meta (FB/IG),121,1,1,1,5.43,3861.32,710.1087,5.43,5.43,5.43
2025-12-03,CAMP_META_LG_06,Meta (FB/IG),74,3,1,0,4.74,42.37,7.9388,,4.74,
2025-12-03,CAMP_ORG_JUMPP_16,Organic Search,72,11,2,0,0.00,47.06,,,0.00,
2025-12-03,CAMP_ORG_SHOONYA_15,Organic Search,94,13,4,0,0.00,83.35,,,0.00,
2025-12-03,CAMP_PUSH_DGL_14,Push Notification (WebEngage),57,5,0,0,0.99,0.00,-1.0000,,,
2025-12-03,CAMP_PUSH_WLC_13,Push Notification (WebEngage),66,8,0,0,1.08,0.00,-1.0000,,,
2025-12-03,CAMP_REF_INVITE_17,Referral,79,12,6,0,0.00,140.44,,,0.00,
2025-12-03,CAMP_REF_PARTNER_18,Referral,76,12,2,0,0.00,41.10,,,0.00,
2025-12-03,CAMP_SMS_OTP_11,SMS,36,3,1,0,4.94,20.37,3.1235,,4.94,
2025-12-04,CAMP_EM_DGL_10,Email,64,8,0,0,3.54,0.00,-1.0000,,,
2025-12-04,CAMP_EM_PAN_09,Email,46,4,2,0,2.44,36.85,14.1025,,1.22,
2025-12-04,CAMP_GGL_BRAND_01,Google Ads,104,14,5,2,218.48,10060.80,45.0491,109.24,43.70,109.24
2025-12-04,CAMP_GGL_GEN_02,Google Ads,117,7,2,0,88.62,76.65,-0.1351,,44.31,
2025-12-04,CAMP_LI_B2B_08,LinkedIn Ads,35,1,0,0,44.26,0.00,-1.0000,,,
2025-12-04,CAMP_META_AWR_05,Meta (FB/IG),187,4,2,1,8.51,4053.64,475.3384,8.51,4.25,8.51
2025-12-04,CAMP_META_LG_06,Meta (FB/IG),118,2,2,0,7.50,73.07,8.7427,,3.75,
2025-12-04,CAMP_ORG_JUMPP_16,Organic Search,101,11,3,0,0.00,56.11,,,0.00,
2025-12-04,CAMP_ORG_SHOONYA_15,Organic Search,106,14,6,1,0.00,4561.88,,0.00,0.00,0.00
2025-12-04,CAMP_PUSH_DGL_14,Push Notification (WebEngage),42,4,0,0,0.68,0.00,-1.0000,,,
2025-12-04,CAMP_PUSH_WLC_13,Push Notification (WebEngage),56,6,2,1,0.99,3287.17,3319.3737,0.99,0.49,0.99
2025-12-04,CAMP_REF_INVITE_17,Referral,98,20,2,0,0.00,38.78,,,0.00,
2025-12-04,CAMP_REF_PARTNER_18,Referral,52,7,2,0,0.00,47.09,,,0.00,
2025-12-04,CAMP_SMS_OTP_11,SMS,62,5,0,0,9.71,0.00,-1.0000,,,
2025-12-05,CAMP_EM_DGL_10,Email,43,3,0,0,2.42,0.00,-1.0000,,,
2025-12-05,CAMP_EM_PAN_09,Email,48,4,0,0,2.66,0.00,-1.0000,,,
2025-12-05,CAMP_GGL_BRAND_01,Google Ads,101,18,2,2,277.24,9848.47,34.5233,138.62,138.62,138.62
2025-12-05,CAMP_GGL_DG_03,Google Ads,84,8,2,0,9.23,82.38,7.9252,,4.62,
2025-12-05,CAMP_GGL_GEN_02,Google Ads,80,5,0,0,64.79,0.00,-1.0000,,,
2025-12-05,CAMP_LI_B2B_08,LinkedIn Ads,44,1,2,0,43.91,74.39,0.6941,,21.95,
2025-12-05,CAMP_META_AWR_05,Meta (FB/IG),119,2,1,3,5.23,9625.78,1839.4933,1.74,5.23,1.74
2025-12-05,CAMP_META_LG_06,Meta (FB/IG),124,3,1,0,7.88,33.64,3.2690,,7.88,
2025-12-05,CAMP_ORG_JUMPP_16,Organic Search,112,13,4,1,0.00,4392.11,,0.00,0.00,0.00
2025-12-05,CAMP_ORG_SHOONYA_15,Organic Search,94,11,1,1,0.00,5001.60,,0.00,0.00,0.00
2025-12-05,CAMP_PUSH_DGL_14,Push Notification (WebEngage),76,8,3,0,1.23,69.26,55.3089,,0.41,
2025-12-05,CAMP_PUSH_WLC_13,Push Notification (WebEngage),34,3,0,0,0.54,0.00,-1.0000,,,
2025-12-05,CAMP_REF_INVITE_17,Referral,23,3,1,1,0.00,5724.06,,0.00,0.00,0.00
2025-12-05,CAMP_REF_PARTNER_18,Referral,65,8,4,0,0.00,86.70,,,0.00,
2025-12-05,CAMP_SMS_OTP_11,SMS,47,3,1,1,7.00,3155.07,449.7243,7.00,7.00,7.00
2025-12-06,CAMP_EM_DGL_10,Email,51,6,0,0,2.81,0.00,-1.0000,,,
2025-12-06,CAMP_EM_PAN_09,Email,35,3,1,1,1.88,3232.71,1718.5266,1.88,1.88,1.88
2025-12-06,CAMP_GGL_BRAND_01,Google Ads,83,18,3,0,294.27,101.74,-0.6543,,98.09,
2025-12-06,CAMP_GGL_DG_03,Google Ads,86,4,1,0,9.56,43.29,3.5282,,9.56,
2025-12-06,CAMP_GGL_GEN_02,Google Ads,74,4,1,1,58.53,4876.00,82.3077,58.53,58.53,58.53
2025-12-06,CAMP_LI_B2B_08,LinkedIn Ads,25,1,1,0,41.96,36.55,-0.1289,,41.96,
2025-12-06,CAMP_META_AWR_05,Meta (FB/IG),149,2,1,1,6.66,3228.31,483.7312,6.66,6.66,6.66
2025-12-06,CAMP_META_LG_06,Meta (FB/IG),79,3,1,0,4.95,42.95,7.6768,,4.95,
2025-12-06,CAMP_ORG_JUMPP_16,Organic Search,66,6,4,1,0.00,4458.06,,0.00,0.00,0.00
2025-12-06,CAMP_ORG_SHOONYA_15,Organic Search,63,9,4,0,0.00,88.39,,,0.00,
2025-12-06,CAMP_PUSH_DGL_14,Push Notification (WebEngage),82,6,1,0,1.39,20.86,14.0072,,1.39,
2025-12-06,CAMP_PUSH_WLC_13,Push Notification (WebEngage),81,8,1,2,1.35,5828.68,4316.5407,0.68,1.35,0.68
2025-12-06,CAMP_REF_INVITE_17,Referral,55,9,3,3,0.00,15658.10,,0.00,0.00,0.00
2025-12-06,CAMP_REF_PARTNER_18,Referral,44,6,2,0,0.00,39.25,,,0.00,
2025-12-06,CAMP_SMS_OTP_11,SMS,46,4,0,0,6.92,0.00,-1.0000,,,
2025-12-07,CAMP_EM_DGL_10,Email,46,6,2,0,2.59,48.40,17.6873,,1.29,
2025-12-07,CAMP_EM_PAN_09,Email,42,6,3,1,2.33,3017.99,1294.2747,2.33,0.78,2.33
2025-12-07,CAMP_GGL_BRAND_01,Google Ads,77,16,5,1,253.51,4241.35,15.7305,253.51,50.70,253.51
2025-12-07,CAMP_GGL_DG_03,Google Ads,56,5,2,0,6.01,72.30,11.0300,,3.00,
2025-12-07,CAMP_GGL_GEN_02,Google Ads,84,6,2,2,80.16,8764.02,108.3316,40.08,40.08,40.08
2025-12-07,CAMP_LI_B2B_08,LinkedIn Ads,30,2,0,0,74.39,0.00,-1.0000,,,
2025-12-07,CAMP_META_AWR_05,Meta (FB/IG),121,2,2,3,5.50,11983.23,2177.7691,1.83,2.75,1.83
2025-12-07,CAMP_META_LG_06,Meta (FB/IG),76,3,1,0,4.82,42.77,7.8734,,4.82,
2025-12-07,CAMP_ORG_JUMPP_16,Organic Search,112,14,3,0,0.00,67.23,,,0.00,
2025-12-07,CAMP_ORG_SHOONYA_15,Organic Search,100,15,3,0,0.00,57.74,,,0.00,
2025-12-07,CAMP_PUSH_DGL_14,Push Notification (WebEngage),61,8,2,0,1.09,42.90,38.3578,,0.55,
2025-12-07,CAMP_PUSH_WLC_13,Push Notification (WebEngage),51,3,0,1,0.81,3370.64,4160.2840,0.81,,0.81
2025-12-07,CAMP_REF_INVITE_17,Referral,63,14,2,0,0.00,48.64,,,0.00,
2025-12-07,CAMP_REF_PARTNER_18,Referral,67,7,1,0,0.00,21.15,,,0.00,
2025-12-07,CAMP_SMS_OTP_11,SMS,31,1,1,0,4.77,20.97,3.3962,,4.77,
2025-12-08,CAMP_EM_DGL_10,Email,50,5,1,0,2.69,22.63,7.4126,,2.69,
2025-12-08,CAMP_EM_PAN_09,Email,83,13,2,0,4.67,41.74,7.9379,,2.33,
2025-12-08,CAMP_GGL_BRAND_01,Google Ads,81,12,3,0,186.61,124.38,-0.3335,,62.20,
2025-12-08,CAMP_GGL_DG_03,Google Ads,87,6,2,0,9.47,77.28,7.1605,,4.74,
2025-12-08,CAMP_GGL_GEN_02,Google Ads,111,8,2,2,107.81,9344.00,85.6710,53.91,53.91,53.91
2025-12-08,CAMP_LI_B2B_08,LinkedIn Ads,34,0,0,0,0.00,0.00,,,,
2025-12-08,CAMP_META_AWR_05,Meta (FB/IG),146,3,1,3,6.61,10046.46,1518.8880,2.20,6.61,2.20
2025-12-08,CAMP_META_LG_06,Meta (FB/IG),75,2,0,0,4.83,0.00,-1.0000,,,
2025-12-08,CAMP_ORG_JUMPP_16,Organic Search,92,9,3,0,0.00,60.21,,,0.00,
2025-12-08,CAMP_ORG_SHOONYA_15,Organic Search,104,14,2,4,0.00,19636.30,,0.00,0.00,0.00
2025-12-08,CAMP_PUSH_DGL_14,Push Notification (WebEngage),62,6,2,0,1.06,44.57,41.0472,,0.53,
2025-12-08,CAMP_PUSH_WLC_13,Push Notification (WebEngage),92,8,1,1,1.60,3096.20,1934.1250,1.60,1.60,1.60
2025-12-08,CAMP_REF_INVITE_17,Referral,43,9,1,4,0.00,18545.33,,0.00,0.00,0.00
2025-12-08,CAMP_REF_PARTNER_18,Referral,52,10,1,0,0.00,21.09,,,0.00,
2025-12-08,CAMP_SMS_OTP_11,SMS,53,6,1,0,7.64,21.96,1.8743,,7.64,
2025-12-09,CAMP_EM_DGL_10,Email,30,3,0,0,1.66,0.00,-1.0000,,,
2025-12-09,CAMP_EM_PAN_09,Email,51,5,3,0,2.96,69.91,22.6182,,0.99,
2025-12-09,CAMP_GGL_BRAND_01,Google Ads,94,18,4,0,294.36,163.38,-0.4450,,73.59,
2025-12-09,CAMP_GGL_DG_03,Google Ads,86,9,2,0,9.64,81.92,7.4979,,4.82,
2025-12-09,CAMP_GGL_GEN_02,Google Ads,65,6,1,2,83.90,7783.68,91.7733,41.95,83.90,41.95
2025-12-09,CAMP_LI_B2B_08,LinkedIn Ads,41,1,0,0,45.37,0.00,-1.0000,,,
2025-12-09,CAMP_META_AWR_05,Meta (FB/IG),103,3,1,2,4.51,6815.14,1510.1175,2.25,4.51,2.25
2025-12-09,CAMP_META_LG_06,Meta (FB/IG),104,5,1,0,6.59,43.38,5.5827,,6.59,
2025-12-09,CAMP_ORG_JUMPP_16,Organic Search,99,8,2,0,0.00,37.72,,,0.00,
2025-12-09,CAMP_ORG_SHOONYA_15,Organic Search,112,21,6,0,0.00,124.53,,,0.00,
2025-12-09,CAMP_PUSH_DGL_14,Push Notification (WebEngage),68,6,1,0,1.08,18.36,16.0000,,1.08,
2025-12-09,CAMP_PUSH_WLC_13,Push Notification (WebEngage),98,10,4,0,1.58,89.75,55.8038,,0.40,
2025-12-09,CAMP_REF_INVITE_17,Referral,66,8,2,0,0.00,43.93,,,0.00,
2025-12-09,CAMP_REF_PARTNER_18,Referral,62,9,2,0,0.00,41.71,,,0.00,
2025-12-09,CAMP_SMS_OTP_11,SMS,50,5,0,0,7.75,0.00,-1.0000,,,
2025-12-10,CAMP_EM_DGL_10,Email,67,6,1,0,3.57,22.29,5.2437,,3.57,
2025-12-10,CAMP_EM_PAN_09,Email,37,6,2,0,1.91,39.73,19.8010,,0.95,
2025-12-10,CAMP_GGL_BRAND_01,Google Ads,117,22,5,0,351.51,204.59,-0.4180,,70.30,
